Player,VPIP,PFR,3Bet Total,All-In Adj BB
baalkan,55.56,22.22,16.67,-5.73
baba85,0,0,0,0.4
Bababooyboff,35.71,14.29,0,-19.23
bablonavt,75,50,33.33,-36.13
Bablov13,50,0,0,-4.5
babre124,0,0,0,0
babushka45,66.67,33.33,50,-40
babydoc83,33.33,22.22,16.67,-22.03
babytry,35.29,5.88,0,-17.08
bachosus,66.67,66.67,100,-79.5
BACK2BACK2BACK,44.59,27.93,10.53,-408.13
backbjhur,51.52,15.15,5,-55.6
Backi65,69.07,7.22,7.69,96.89
bacon1989,50,14.29,0,-77.96
Bad_Swede,64.86,30.8,14.69,-741.97
badboy1310,90.91,36.36,30,-64.59
Baddrawings,30.83,18.33,9.68,-26.76
badgary2009,85.71,42.86,20,-149.49
BADMANjr,60,20,0,-22.25
Badrang29,54.55,36.36,66.67,-61.05
bagetak,37.5,12.5,0,-33.13
BAGHDADD,57.14,0,0,-41
BAJEN112,66.67,50,0,-14.34
bajen1999,45.71,11.49,3.3,-174.68
BAJNOK1961,57.14,14.29,0,-15.63
bakakos22,0,0,0,0
baksos,59.12,24.82,6.52,-506.47
balanssi90,88.2,17.87,4.76,-616.63
ballafredde,55.56,22.22,33.33,-48.12
ballymonkey,29.17,16.67,0,-5.47
BAMB11NO,46.34,26.83,5,-55.99
bambaata,50,40,0,-89.95
bambam006,69.21,28.81,4.66,6.63
bamboocha88,0,0,0,0
bamse25,52.5,10,7.69,-25.95
bamsebimse22,53.72,12.12,4.06,-369.85
BanaBana,45.65,29.65,14.52,-402.04
bananmaks,54.55,45.45,0,-15.2
bangkok68,76.36,36.36,3.7,88.18
bankburin365,36.36,0,0,0.3
Baog,92.5,77.31,50.82,-632.61
BAPmikkels,42.86,28.57,25,-13.06
Bar0Gyzar0,100,0,0,-3.2
Barbapapa887,50,50,0,28.27
barbie0505,60.53,26.68,5.84,70.58
barbur999,39.72,18.26,5.92,-918.87
BareAre87,56,36,16.67,-34.72
barnsey,31.25,5.64,3.45,-41.31
barokr,45.21,23.16,6.28,41.87
Baron1777,17.07,9.76,0,-31.3
BaronVonOx,79.38,22.68,4,-32.12
barreb,0,0,0,-0.5
bart1967,41.04,16.42,4.35,-158.79
bartje,67.12,13.89,2.38,-161.87
bartolominga,25.93,7.41,0,-23.94
basabilbaso,51.65,27.47,13.64,4.11
Base002,32.92,19.48,8.67,-635.15
Basegio100,70.59,41.18,0,-20.35
bash_124,30.26,14.47,2.7,-27.79
Basis2829,70.83,39.38,4.35,-456.8
bathingapelover,50,50,0,-3.5
BattleGoat,50,33.33,33.33,-33.52
batwind,40.38,21.15,8.33,-41.88
BAUDUCCO,82.35,20.59,13.04,-150.33
bayernmark1,58.02,33.33,18.18,-44.73
Bazeman11,50,10,0,-0.88
BAZINGA933,45.39,24.82,12.06,-139.37
bazuul123,83.33,42.31,16.67,57.7
Bazz555,53.31,14.24,9.14,38.2
bb424242,48.23,11.06,3.85,215.18
bbb999449,42.11,10.53,11.11,11.39
bbboy05,28,8,0,-34.1
bbl6247,33.67,21.83,8.74,54.23
bblacklegend,54,30,20,-53.04
BBOPBALUEY,66.67,66.67,0,-3.34
BBWSOP,92.11,60.53,28.57,-102.79
bc45399,38.46,8.13,3.77,-439.93
BcexnopByH,32.93,19.38,6.3,-1054.11
BCMoser,40.48,4.76,5,-73.56
BcomeSomeone,33.03,17.89,7.71,89.69
bcvernon,66.67,55.56,28.57,-33.17
bdiddy1313,22.22,22.22,0,-2.1
bdig25,60.98,9.76,3.7,-7.94
BDM.BDM.BDM,40.82,18.11,3.55,-258.16
Be1Ask1,41.32,20.36,1.33,-199.16
Beard8505,76.67,3.33,0,54.24
Bebop86,27.94,16.19,6.96,110.39
Bebox2468,86.67,0,0,-120.63
becki68,29.79,14.89,0,-103.19
Bedathanmost,35.29,19.61,0,-37.59
bedias,23.68,15.79,0,14.98
beed2,42.86,42.86,33.33,24.14
Beeehive,78.26,13.04,11.11,-174.64
beefcake285,13.04,8.7,0,23.33
beerpo,74.36,33.33,10.81,52.12
BeGalore,59.46,29.73,6.25,-82.53
BEGIMOTS,29.17,8.33,0,32.47
belarusih,20,2.5,5,-1.01
Belarusos,33.68,22.28,13.41,-294.86
bellasud,68.42,5.26,9.09,60.21
bellboy2000,32.56,13.95,10.53,-3.92
Bellebone,36.51,22.08,5.36,-110.88
Bellse,65.38,41.03,11.76,-187.88
benbenkiller,35.83,18.67,8.04,642.88
benchea1992,28.26,4.35,8.7,-10.16
Benedictine5,66.67,3.03,5.26,-126.58
benfadhel,51.16,8.53,6.06,-113.79
Benjablomst,29.41,23.53,25,-60.91
benji87,37.59,17.73,5.71,-86.35
benonmoon,36.9,18.62,7.65,1194.55
bens250250,58.62,6.56,4.85,-323.74
benvie13,21.29,12.11,2.28,35.83
BenyamineX,31.08,18.96,10.12,1071.17
Benyamins,30,10,0,-7.49
beretta0055,77.94,19.85,2.53,-351.47
berg5528,27.27,17.17,4,-2.92
Beri Jelena,82.27,18.39,8.62,-141.06
Berndsen12,33.74,22.97,6.47,771.23
bernhard,56.25,12.5,0,-17.73
Beroefan,54.29,25.71,10.53,-217.48
Bertoldo01,88.89,72.22,26.67,-150.63
Beshenuj,52.38,32.65,17.99,-418.12
BeTePaH_733,62.1,39.16,16.45,-70.46
betheone5,45.65,6.52,7.14,-48.43
BETO SAKA,64.07,36.53,6.67,-172.04
BetterLifeYo,64.2,44.44,22.67,-153.59
Bettina10,58.21,20.77,11.65,-245.04
Betudontbet,47.9,30.7,11.4,-905.13
BetzeOne,50,10,0,-62.42
Beurskoning,28.57,0,20,1
BevanGrimm,29.27,12.2,16,68.25
bewareof_dag,28.21,10.26,5.88,-38.05
Bexell_6,69.81,28.3,8.33,-2.05
bezkurcyja,80,4,0,-61.18
bfnmunch,33.33,2.56,5.88,-32.21
bg_atlanta,45.83,25,0,-98.47
Bhaiyaji,22.62,9.52,2.7,22.08
Bhavink,35.94,17.19,10.71,27.62
BiancaNeve_Go,63.85,24.2,8.67,-234.77
bibijan,100,100,0,-40
bica999,38.33,24.64,11.02,-475.03
bichos8888,100,44.44,22.22,-50.82
bidonist13,63.01,9.72,2.25,-245.51
bienballa,50,50,0,-37.26
biezpienelis,30.77,24.27,12.2,-68.95
BIG GEEJAY,53.19,20.21,10.2,-113.72
Big_Nemo,25.22,12.17,4.08,82.88
big_pockett,28.93,14.05,4.48,-14.21
big_pot1984,71.43,43.81,18,-168.65
BigAdam2013,65.37,9.26,2.71,-910.29
BIGandSCARE,30.18,17.49,9.18,487.84
BigBadWex,50,35.71,16.67,-58.91
bigballs2016,50,50,75,-23.92
bigbet99978,0,0,0,0
bigbluffer66,38.78,18.37,0,-29.03
bigbluffjohn,33.33,0,0,1.75
BigDeano14,76,20,6.25,-66.25
bigdog6391,41.8,21.6,7.76,291.92
Bigfish1350,44.19,18.6,14.29,56.72
BiggestDino,68.38,37.5,5.97,-284.84
biggie127,76.92,0,0,-38.2
biggyray810,100,50,14.29,-133.17
BigMac1312,33.33,16.67,9.09,58.1
Bigmag72,66.67,11.11,0,-30.1
BigMamaBhan,52.15,28.66,6.43,-729.25
Bigniu,27.82,15.04,0,-145.57
BigRS27,40,20,11.11,11.74
bigslim28,45.61,1.75,0,16.66
bigsmoke0,68,8,0,-61.27
bigtex111,52.08,22.92,4.35,-207.63
BigTurtle11,42.42,24.26,8.63,-19.29
bigxhek,48.58,26.41,12.43,-370.45
bijgj,60.48,32.26,10.53,-101.2
Bikram1,39.46,18.57,2.94,191.7
bileo27,48.28,10.34,11.63,-169.18
biljonni,44.27,18.32,16.18,-239.1
billakos11,88.24,29.41,0,-35.75
billmanth1,44.74,26.32,5.56,13.72
billy kid816,40.79,2.63,5.13,38.56
billy_boy702,33.33,27.78,0,44.47
billybob2008,42.86,23.81,8.33,-57.27
Billyking87,55.81,16.28,0,72.04
Biloe1990,40.15,20.44,1.75,-109.34
bimbumb@m,34.21,23.68,6.25,-14.1
bimi1972,89.29,35.71,13.51,45.7
binebine666,39.5,20.17,10.29,-42.59
bingogobernd,30.05,18.4,10.17,-155.41
Birbel,77.66,8.51,7.69,-562.85
birdie21m,31.08,16.22,0,51.7
birkkjaer123,38.46,15.38,16.67,-22.17
bisons5,33.33,0,0,-42.58
bitterjug,35.1,13.46,6.42,-10.44
bIuffyhappy,50,15.12,13.33,-79.69
biurtyj,40,20,0,-3.23
bizad,38.41,19.45,3.09,-651.24
BIZE Terence,30.77,15.38,16.67,2.74
BizepsBobby,63.39,35.71,13.46,2.46
bizzybone666,64.91,24.56,8.33,18.62
BJBoy,54.97,10.13,2.32,-825.12
Björn Skifs,43.4,26.42,8.33,16.7
BLAABAR,16.67,16.67,0,22.12
BLABLABLATA,26.53,4.08,3.7,42.02
Black_Wooolf,49.24,27.6,9.32,1696.79
BlackCode00,55.26,23.68,9.52,-28.65
BlackFortuna,38.72,21.49,9.97,121.09
BlackHawk36,24.5,13.25,3.94,-189.16
BlackLapTop,34.62,11.54,0,-40.84
BlackLove111,52.38,19.05,11.11,62.03
blackmancy,45.3,25.64,9.68,115.07
BlackOps02,37.94,19,4.78,518.77
blagodete1,23.08,7.69,20,27.18
BLAKLAB,50,11.11,16.67,-109.87
Blausningen,67.25,31.88,10.49,-97.46
bledisloe,34.78,17.39,16.67,-60.1
BLEED_U_OUT,23.14,15.88,6.76,30.33
Blessed,42.74,26.61,9.57,152.23
blikinn,37.93,27.59,26.67,-165.72
Blindoath,35,20,7.77,-107.58
blkcrow,29.69,17.19,3.33,-123.89
blockrock1,50,16.67,0,-45.91
blodders03,62.5,50,0,-21.49
blue cph,66.67,0,0,-62.51
bluecds7,54.25,18.22,8.33,-20.25
BlueClouds1,28.57,5.71,0,-47.87
BlueEye89,25,12.5,15.38,75.82
Bluegin80,41.94,25.81,8.33,61.97
bluejohn,25,14.29,6.25,-45.13
BlueMarlin42,33.33,15.69,3.85,48.16
blues4eva76,30.57,11.92,2.17,96.23
Bluf_To_Much,38.55,23.29,9.01,264.77
bluff168,64.38,34.25,22.86,-35.73
bluffedyaa,30.16,15.18,5.86,-108.17
bluffinduc3,49.23,26.92,11.86,152.46
bluffing1984,32.11,16.72,7.63,-191.61
BluNTzz549,50,33.33,14.29,-10.61
Blyger,56.25,31.25,16.67,-14.21
bman859,33.33,27.78,12.5,2.28
BMLTD,57.89,26.32,0,-11.1
bmnagaraj,66.94,6.45,3.28,41.87
BMOR,63.9,13.32,5.92,2.07
boavita,61,37.07,16.42,76.55
boazsit,64.52,9.68,0,-63.44
bob090,26.22,6.22,4.17,-4.09
BOBAN94,56.1,12.84,2.6,-88.46
bobanovicx,68.25,39.75,12.76,-237.19
bobbii,43.75,21.88,6.67,68.84
BOBBYAAKK,92.31,53.85,0,-35.87
bobbygos,28.44,18.55,6.25,-254.23
BobbyW519,100,0,0,5.55
BobFields,68.97,14.66,3.17,-30.11
bobmedio,87.5,41.67,22.22,-98.06
bodamos,41.67,33.33,0,13.25
bodasorri,38.34,12.14,0.66,-27.44
boemiopb,73.91,34.78,11.11,-54.44
boeral,53.33,33.33,18.75,-35.58
bogie8118,40.08,13.92,3.82,4.9
Bohme1984,8.33,8.33,0,-1.29
bojangles946,58.65,17.31,1.75,21.35
bojjo,48.06,26.21,3.92,-184.77
BOKINHA,25,0,0,-12.82
bokinjo,17.5,10,0,36.53
bokio80,58.49,5.66,0,-156.13
BOLD777,29.57,19.93,7.51,34.91
bolimadh,60.87,34.78,16.67,-21.77
Bollen_Allin,36.01,21.42,9.81,-989.84
bolo 003,72.46,21.74,13.95,-28.73
BOLO_OP33,73.56,23.56,5.83,268.22
bomb29,69.25,5.54,2.16,-182.39
bombonca,35.9,23.08,0,-31.61
Bommen,54.76,23.81,4.44,110.42
Bon Chance31,66.67,33.33,22.22,42.89
Bond2101,68.42,3.51,3.03,-96.52
Bondi,36.66,21.37,7.78,79.82
bondspp,92.99,5.1,4.35,-67.98
BongBob,37.21,19.38,8.92,5341.43
BONI 7777,78.79,36.36,13.33,42.44
bonita5666,43.33,10,6.67,-60.12
Bonnie185,44.07,20.34,8.82,-6.96
bonya75,37.39,22.61,15.69,-221.89
boobi3,29.89,16.09,2.38,133.1
book1225,39.29,25,2.7,32.31
boonwlee,51.88,6.77,2.74,-37.96
boooom96,53.81,30.95,15.05,-535.91
booron,38.65,21.47,3.85,-272.69
Booster-Luck,44.44,11.11,0,-12.06
bor4eto144,47.18,32.11,10.48,44.39
bordobeli.tc,42.71,24.65,6.35,-308.32
boris198198,50,17.65,0,-31.55
borkata_88,57.14,28.57,25,-5.43
borkot000,37.18,17.95,0,-74.87
Borys313,29.99,18.29,8.99,1499.14
bosman750,29.63,14.81,9.09,-7.05
boss austria,52.61,30.43,9.62,-335.95
bossalou,88.44,29.93,13.92,-463.55
bossboy7,59.65,9.65,1.37,-312.61
bota2808,34.78,17.39,0,63.08
boubou226,30,13.33,3.7,-31.76
bouddha8,37.5,4.17,5.88,-31.56
Bouling,48.75,17.29,3.35,-151.93
bova622,71.1,6.35,3.98,-1277.75
bowler369,46,16,3.85,90.42
Boxer-Carlo,48.08,17.31,0,-25.28
BoydEmpire,64.75,18.85,8.97,-68.81
bozobo8867,59.38,28.13,0,-127.35
Bozz0808,63.12,10.65,6.33,-615.4
BPink,41.83,6.77,4.08,126.95
BPSANNE,62.07,51.72,41.67,-94.22
br_nuts_br,82.09,16.22,5.82,-836.06
brainsuper,27.27,18.18,16.67,-22.34
Brandon-Tino,49.88,31.83,10,-209.39
brandvaesenn,60.77,23.24,3.83,-106.07
bransonpawn,90.91,0,0,-40
bratpack1979,43.75,20.83,10.64,-64.45
Brauni22,69.77,39.53,0,-91.31
Bravo197313,64.52,6.45,0,-14.79
bravodm4,33.19,17.7,5.62,336.39
BRAZUCA51,58.82,17.65,0,-16.04
brazukakilla,24.39,14.63,5.26,36.24
bRe3za,0,0,0,-0.5
Brediatina,85.19,18.87,5.71,73.24
Brekke1996,50,0,0,-1.83
Brezenbeni,42.86,14.29,0,17.82
Brezi26,49.06,33.96,14.29,-90.83
brickriverfail,66.67,22.22,20,-69.3
Bridgestoned,50,35.71,10,27.92
brights88,52.56,39.32,21.15,14.67
brigitte6666,67.69,6.15,0,61.16
brikaref,83.33,61.11,12.5,-45.89
BringMeTheSD,35.27,18.51,6.44,1286.64
BringTheDing,46.58,24.84,13.89,137.5
BriNkS DuDe,66.67,33.33,20,1.55
BritMatt,37.26,18.63,2.79,186.7
BROCKLESNARR,42.69,24.71,11.27,-357.05
brodeestev9,31.25,12.5,0,-8.95
brokenwords1,96.55,17.24,3.64,-304.64
bronik1978,45.95,8.11,0,-102.61
BrOsSaKoC,66.67,0,0,-39.41
browns204,60,5,6.25,4.14
broxbourne,40,13.89,5.19,47.84
BRPresente,90.91,72.73,28.57,-162.61
Brrwwwa,45.45,30.3,7.14,-69.44
Brryli,52.78,11.11,0,-10.76
BruceLeemp,50,35.29,25,69.43
brumbbb,75,50,25,-62.3
brunkaka,60.82,24.74,15.79,-104.93
brunogar,66.67,39.39,6.25,-93.14
BrunoM3,51.28,23.08,0,83.41
brunoposo,47.83,13.04,6.67,-47.56
bstoehr469,30.77,23.08,0,13.6
bubbelpool,38.22,22.67,9.68,-100.59
bubbleboysen,58.33,33.33,16.67,-58.73
Bubzorist,45.95,32.43,11.11,-15.22
BUDA888,45.78,25.83,5.8,-553.16
BudallCall,71.43,14.29,0,-14.8
buddha902,70.18,33.45,8.21,-322.71
buddi911,72.22,11.11,7.14,-114.1
buddyguy604,60.71,14.29,5.88,-33.18
BudgeBudge,61.54,7.69,0,-78.05
Budgetstark2,66.67,66.67,0,-11.64
buelo73,43.68,6.9,1.82,131.53
Buffsta,34.78,21.74,15.38,-151.71
bugi 535,52.59,8.89,4.6,-107.08
BuJa34,75,50,40,-106.09
bujia4000,48.51,28.34,15.57,788.73
bukhum00,31.78,16.53,3.02,-193.34
Bulat09,28.57,19.05,22.22,38.48
bulat555,66.16,32.99,18.92,-464.43
bulb99,52,20,0,54.13
BULDOG_XXL,58,22,12.5,-17.59
bulgim,44.44,16.67,21.43,-12.75
buli77,42.86,14.29,0,-5.77
bulldozerMS,42.69,18.13,6.16,-49.28
Bulletz03,19.64,10.71,0,-25.84
Bullitos,35.17,19.26,7.84,1652.19
Bullitshark,49.93,27.55,8.53,221.75
Bullshark82,43.75,18.75,11.11,10.19
Bungalow311,45.06,22.75,2.88,196.71
bungi99,38.52,16.57,4.87,-197.76
Bunnyinoven,100,50,33.33,-77.91
bunnymoney23,57.69,15.38,6.25,-173.5
Burnsy V God,100,66.67,50,-22.73
burrett22,27.27,6.82,2.63,-55.14
burton_725,47.83,43.48,16.67,57.89
bushi19,25,12.5,7.69,-55.35
busta4ever,100,100,0,-1.39
bustedKK,76.36,20,8.2,-45.37
bustoville,36.72,21.81,9.78,306.17
butman76,77.17,28.26,8.7,-342.34
buzuki1963,44.63,22.16,6.82,-236.94
buzzbee69,37.93,27.59,7.69,11.43
BVloedgraven,66.67,13.33,0,-120.81
bwcoates,21.43,14.29,0,-22.54
BXbronx,68.49,38.36,15.79,-368.37
Byroxx,37.5,25,0,-6.26
bzdun75,37.5,17.97,0,33.34
BöserStuhl,45.31,16.49,1.71,-135.73
Børrebever,85.71,42.86,0,-83.58
c-train4420,79.45,45.21,3.45,-38.64
C12SLY,43.87,23.38,15.19,-126.09
c4mome,60.71,3.57,4.55,27.31
C_style1991,60,15.38,6.67,-149.04
ca$hing in,44,22.67,10.81,-262.65
ca$hMiir,42.86,28.57,11.11,29.42
cabralthiago,81.25,53.13,26.32,-150.37
cacciola,100,50,0,42.63
CACHO.PY,50.26,24.26,9.82,-420.84
cahpivara,65.52,20.69,12.12,-14.33
caiimeron,40.43,23.4,10,64.64
CaixXxeta,75.48,30.46,5.02,-1192.05
CaJoNo1,36.73,10.2,4.35,-34.96
cako9986,42.86,0,0,-17.45
calaimo,21.43,7.14,0,12.8
Caleros,33.33,0,0,-16.5
cali36,23.6,13.48,6.98,-219.02
CALINGALIN,64.37,22.99,5.66,-272.19
calixtorib,35.45,5.29,3.09,41.27
callme1980,50,50,0,10.45
CallMeCrazyy,31.13,6.6,1.75,22.64
calomfir83,59.76,17.07,2.08,-188.72
camba_jichi,51.16,16.28,0,-52.46
cambonites10,70.45,29.55,14.81,-64.09
cameleon2912,35.4,24.09,13.08,-385.22
camilla2305,46.67,46.67,20,204.23
Canary991,39.21,21.2,3.51,-15.95
CandyMan1014,57.14,14.29,0,-35.96
candyman745,25,25,0,11.7
canocano168,44.87,16.11,7.56,-397.74
canseraX5,80,60,25,-26.79
cantbeat,36.73,19.39,8.16,-131.9
capdan6,0,0,0,-2.3
capitamega,80,60,50,-40.8
capitanRXS,62.79,6.98,0,-39.38
capoker100,29.63,9.88,2.78,-66.52
CaporalCigar,83.33,50,25,28.33
caprioli,33.94,21.76,5.06,-272.42
Capt. Weasel,0,0,0,-0.5
CAPT.MORG4N,34.98,16.31,8.21,-244.22
captain geek,79.41,38.24,15,-98.58
CaptainMaise,61.22,34.69,18.52,-22.74
captenIglo,33.5,19.7,4.65,-169.34
captensw,40,40,0,39.6
caracas26,66.67,8.33,9.09,-56.54
caralhodpqp,62.25,43.05,20.83,-10.85
cardrack55,80,60,25,-180.81
careface,25.64,23.08,9.09,9.55
carisssma,30.3,12.12,6.25,-8.49
carlao08,53.23,17.74,20.69,-161.94
carloshino92,51.43,2.86,0,-30.83
carmelo76,46.84,20.25,2.73,-661.3
carneiro213,86.67,33.33,12.5,26.73
carnick33,100,0,0,-2
carnies-rule,0,0,0,-42.9
carolusXX,43.1,29.89,9.47,-140.74
cartapapelao,85.71,35.71,25,-137.46
cartmenx,100,100,100,-59.75
casf3542,42.23,11.55,5.11,62.21
cash4fun,50,31.82,0,-30.65
cashbash1729,81.98,19.82,7.04,-332.9
cashpoint52,25.49,1.96,3.45,-12.83
cashq369,53.15,11.71,5.8,-69.9
Casillias08,57.32,8.54,0,29.3
Casper20441,38.99,7.98,3.77,476.06
CasperSana,53.33,13.33,0,61.4
cassiano_tt,33.33,0,0,-30.41
Cassimmaster,11.11,11.11,0,6.33
Casthinio91,37.21,20.93,19.05,-58.93
castorrrrr,38.93,20.44,2.66,-1935.58
Catamite72,28.99,17.29,11.11,8.49
catbun,15,0,0,21.79
catchAA,7.14,0,0,3.5
catchmeifucan,38.03,25.35,9.38,121.26
catinthehat,45.45,33.33,25,-9.95
catonguyen,37.93,10.34,2.08,40.29
cauhia521,47.06,29.41,14.29,-46.69
cavitricou,45,2.5,0,21.46
Cavka888,50,0,0,25.8
CazinoConrad,28.57,14.29,0,2.14
cazzzt,42.55,14.89,3.85,-82.39
CC2332,34.06,18.12,7.02,36.7
cc7900,39.04,8.73,6.77,19.84
ccancho,26.15,4.62,0,-10.66
ccr2229,58.14,31.98,8.43,-331.88
Ce$ar$pa,35.12,20.88,7.26,-1157.18
CECIL.525,58.06,25.81,0,-128.88
ceciob,38.55,20.48,6.49,75.74
Ceegee87,37.3,19.98,6.49,-870.54
celine1997,67.12,6.85,4.3,58.86
cen fath,45.65,15.58,8.27,-66.03
central106,96.99,69.13,30.65,-1219.47
centurial_Up,50,12.5,0,-42.97
cesar195651,53.33,28.89,4.44,-94.06
cesare,0,0,0,-1
cesk20101,100,0,0,-33.45
ceto24,25,0,0,20.21
cgreve,40.5,22.55,6.44,-59.8
CH776,100,14.29,0,10.69
chadi1975,100,57.14,33.33,-55.99
Chael_p_sonn,31.81,16.54,5.88,-8.51
chakabu,44,24,12.5,-6.66
Chamanara,33.33,13.33,0,-11.68
Champ3001,50.52,31.96,5.41,-167.21
champec,76.47,0,0,0.73
CHAMPRUS75,26.51,14.46,17.07,-151.38
chanel84,42.86,14.29,16.67,-20.92
ChanelCoco1,37.98,10.08,1.49,-71.32
change im181,77.6,41.4,6.36,-161.63
chapmoney,28.57,20,8.33,-5.94
charbnator,39.48,22.88,6.61,22.26
CHARISPFS,64.91,24.56,15.63,-32.35
charity12,30.43,18.44,8.19,19.07
CharleCall,40.38,34.62,23.81,160.55
charlesak7,52.38,28.57,10,-16.02
charli 1777,50.31,19.33,7.78,-30.36
CharlieThree,17.65,11.76,0,-14.54
charlotte197,78.46,35.38,14.29,-318.25
charlybumbum,39.66,21.67,5.85,-133.32
ChasingCa$h,65.81,31.62,0.87,-200.4
Chasske1880,100,61.54,16.67,-124.24
Chawich,63.16,0,0,-96.66
check_lol,33.19,17.9,6.81,376.35
checkingline,83.33,22.22,4.76,101.55
CheckmyShoes,35.51,22.9,11.83,71.89
CheckRRaise?,63.84,14.34,4.55,-193.27
ChefBoom,81.71,24.29,6.46,-708.56
ChefTeresa,40.38,17.31,3.85,-272.43
chelba17,31.13,6.13,0.95,1.53
chelseapro,71.43,35.71,0,-59.92
Chemztry,22.81,13.43,2.15,443.47
chen.c.l,46.28,14.31,4.79,269.18
Chencho1016,46.15,15.38,22.22,-87.31
cheoluo,54.55,38.64,19.05,-62.06
ChepelevV,40.91,20.45,8.33,-131.23
CHERDOFF,45.9,36.07,29.41,-133.68
Chesnokkk,37.27,23.12,7.11,930.53
cheval king,100,0,0,-47.57
Chewinggum66,31.25,12.5,0,24.57
chiara197,74.29,17.14,6.25,-38.76
chibuike,30.85,20.95,9.11,-215.78
chichi-49ers,37.5,12.5,0,21.68
chico134,32.11,18.05,6.02,111.54
chicourser,42.52,12.85,2.45,-328.23
chief2000,47.92,27.08,9.52,-283.1
chiletoronto,67.79,26.22,17.33,-369.83
ChiliNoodle,30.77,0,0,11.35
Chillfried77,21.43,0,0,-1.26
Chinadotcom,50,0,0,-37.88
chingis01,31.37,15.33,4.28,-51.95
chingis22,56.18,11.24,5.56,-63.52
chino tt,50.96,33.91,24.39,-328.27
chinob89,34.73,18.11,6.08,436.03
chipakos,50,0,14.29,-25.74
chipnorbert,42.62,6.01,8.42,-10.8
chipstahk,25.71,11.43,0,24.83
chmeli222,100,100,0,-80.52
choc_98_choc,47.06,23.53,17.39,28.13
Choi San Ye,27.27,12.12,0,50.37
ChopChopFlop,33.33,0,0,-100
chopstick55,55.56,15.64,7.38,114.1
chorazy,59.7,37.31,20,-254.81
Chosen1995,60,40,20,11.44
chouchou888,70.91,20,10.53,-277.64
ChowYuenFatt,47.29,33.33,6.38,-101.39
chris-a111,33.33,0,0,-16.18
chris12ha,57.89,28.95,6.25,-66.66
chris4all14,54.69,4.69,4.88,-84.73
chriscross3,51.22,34.15,23.08,-253.1
chrisdre1,70.93,31.49,3.25,975.51
Chrisfou1964,60,0,0,-1.88
chrishengren,100,100,0,-35.44
Chrisjudd927,36.17,21.28,2.94,41.69
ChrisKamenev,27.52,16.84,5.7,-756.71
ChrisRock07,60,36,31.25,-133.68
ChrisRox33,27.33,18.67,0,181.63
christakos_8,83.33,9.52,1.85,-138.79
Christin Sou,33.33,0,0,-18
Chronosius,60.04,20.09,12.55,-164.87
chrush,57.14,28.57,0,6.04
chrusher97,31.22,22.44,7.14,63.33
chuangenwuau,58.62,6.9,0,-5.51
ChudesViraj,35.21,19.63,10.14,389.09
chugalug_14,75.56,38.64,9.09,-39.13
chunggang,40,23.33,11.11,-123.89
chunguisdomi,57.56,5.23,2.84,-1559.87
Chupidfool,28.57,8.16,0,-25.82
chur1972,43.37,27.71,9.09,-95.95
chusooo2,29.81,18.99,6.89,20.76
ciavko,80,32,0,-136.53
cicero5,61.52,25.05,6.76,-799.47
cicimia1989,54.55,18.18,14.29,-1.11
cicvor,42.62,22.89,9.3,778.59
cigarromata,55.78,19.58,4.59,-893.19
cihanlwd,33.49,18.35,4.17,-24.14
cimihysenaj1,53.4,26.21,2.17,-131.32
Cincinatt1,0,0,0,-0.2
cirilo_neto,76.92,46.15,20,32.45
cirlsson,75,31.25,11.11,-305.27
CirocDon,31.58,10.53,10,49.18
CISOFT,72.55,3.92,0,-65.8
ciupimisio6,23.53,11.76,0,5.05
civy86,44.44,22.22,0,-30.67
cj2212,49.4,11.75,1.72,-182.83
cjdcns85,29.41,5.88,12,-34.51
cjeanlucpic,42.47,2.74,2.38,-118.62
cjy929,41.3,26.09,6.67,24.1
ckl04,85.71,28.57,0,53.48
ckonstap_89,58.02,26.34,5.65,-200.9
Clabbenyman,20.69,20.69,0,2.85
claire1996,35,20,8.33,-3.14
Claumaus,22.22,11.11,0,34.98
Clausen77,83.33,0,0,-17.96
CLEVER666,33.85,15.38,4.83,-87.3
clidder,28.57,4.76,0,-23.15
Cliffjumper2,91.81,65.52,32.28,-1415.67
clinii,60,10,0,41.72
clubfire,60.4,29.7,4.76,-33.94
cmd1050,87.5,62.5,33.33,-107.15
cme4it,33.78,13.51,5.19,-33.87
cmmj2013,75,25,9.09,-86.99
cmonk33,60,30,0,1.67
cmontopdeck,39.62,28.3,4.55,35.57
CmuthaR,84.62,30.77,28.57,-74.25
cnbarb,49.13,20,2.8,2.05
cntlALTdel,85.71,22.86,12.5,-137.25
Cobus83,37.14,20.92,9.99,-813.73
cochingco,42.11,1.05,1.96,-53.67
codizzle443,42.21,25.97,11.39,-44.61
CodyJames14,40,8.57,0,-51.56
coffeeshop75,66.31,46.6,24.14,292.23
cofgangster,75.92,39.9,15.89,-2122.29
Coggeboy,31.55,20.36,5.62,2.46
coldsgb,79.03,40.32,10.34,-265.46
coletton,52.38,16.19,7.14,-277.18
Colin_Wil$on,42.5,15,0,-154.72
colladito,45.4,14.55,11.59,-7183.91
Colonel Aber,50,13.73,11.67,-141.18
color casino,16.67,5.56,0,16.23
ComandantePA,54.33,0.79,1.06,-76.18
commano87,66.67,33.33,0,-9.96
compris,40.15,28.95,12.24,737.74
Condor444,71.49,27.77,6.59,-862.49
conejin_20,56.29,35.26,16.74,-1030.62
confeesa,40,26.67,0,-15.22
conmandave,17.35,0.39,0.82,188.27
