Player,VPIP,PFR,3Bet Total,All-In Adj BB
Sexxx25,43.48,30.43,9.09,-11.57
sexy deni,68.37,20.48,13.59,-126.53
sexyemil,100,0,0,-24.74
sexymudfish,37.5,12.5,0,-40
Seza89,50,28.57,0,24.76
SFCSFC567,86.36,40.91,11.11,-59.52
sfobv,48.33,7.5,3.52,-445.44
SGD-Oskar,92.68,41.46,15,4.52
sgobero_21,100,0,0,-6.73
sgrigs1995,50,12.5,33.33,3.36
Sh!p!tSheep,31.24,17.08,5.1,-448.08
sh11sh11,66.67,33.33,0,15.19
shabalinvlad,33.33,23.81,12.5,17.54
Shabazzi,60,37.14,14.29,-184.28
shaharel5555,48.68,19.62,5.11,-245.19
shahinrv,28.5,15.9,4.81,-585.21
shaihulud,25.25,15.15,5,62.5
Shakari11,58.18,38.18,20,-77.17
shamthedon,81.82,72.73,60,-152.07
shan11114,47.06,4.58,4.76,-87.22
shan768,80,45,15.38,-141.2
shanghais731,45.1,14.71,6.98,211.33
shanieboy,50.61,23.23,2.79,-950.01
ShanksFTW,30.77,15.38,4.17,41.66
Shanni333,100,100,0,-0.77
SharapoFFF,60.87,30.43,3.57,-6.74
Sharedlux,64.52,38.71,0,53
Sharifi10,50,25,25,-55.07
Shark140981,40,27.5,7.14,166.61
SharkAccount,63.64,41.82,9.52,-140.68
sharkforsale,100,0,0,-4.5
sharkgrrr78,82.78,24.47,15.81,-840.06
SHARKi111,50,0,0,-9.57
Sharovoff,28.57,14.29,50,18.89
Sharîssa,21.88,9.38,6.67,-47.8
shaun1308,100,50,50,-9.85
SHAVADZE111,83.33,27.78,10,-24.28
shay501,60,40,0,-6
ShayneMO,68.96,34.13,7.79,-1236.54
Sheen22,61.11,33.33,0,-95.01
sheriff280,60,40,12.5,-18.33
shermdog50,50,20,0,-1.02
shervs11,64.13,16.3,5.88,-61.82
shevron8,66.28,23.26,8.51,-83.79
shevyw,66.67,58.33,25,-29.34
SHiiPTHATiSH,80.77,65.38,43.75,-231.38
shikis18,57.14,19.64,9.68,-138.98
ShilliShips,38.84,24.27,11.11,-172.09
shimon,49.43,22.99,2.2,-313.05
ShimouniaK,32.56,15.21,4.4,-119.15
ship2g,37.95,19.07,9.41,-125.23
ShipitFTW911,35.92,23.01,9.58,214.25
ShipManShip,33.16,18.47,7.96,3150.96
shipme263,84.98,22.32,3.97,174.35
Shipzchip,51.23,21.18,2,93.7
ShirWin001,39.78,22.58,8.33,-20.74
shivan10,33.33,0,0,-30
shiverT,53.66,24.67,10.37,-1257.65
Shkarlypa,29.76,20.13,14.54,-845.99
shlomix,41.24,14.21,4.19,-107.43
Shlthawk,40,20,2.94,-189.06
shluha-5k,31.67,10,3.85,-26.33
shmatbelok,36.36,9.09,0,-70.9
shogunAA,33.93,19.64,4.76,103.13
shogunXXX111,41.79,19.4,3.45,492.52
Shoot_Loose8,43.93,2.8,0,-27.42
shopeador,38.33,22.84,12.34,-1106.73
shorezydrew,24.79,9.4,4,55.45
Shortass7,48.57,17.14,5.26,-105.37
ShortyCops1,50,0,0,21.59
showman2010,80,0,0,-45.52
showtime1123,33.33,22.22,11.11,48.13
showtizzy100,66.67,33.33,33.33,29.31
ShpokA,53.85,5.77,0,-31.13
ShrkPlayers,54.55,40.91,50,33.14
Shtefi,61.54,30.77,21.43,-6.23
ShtingRay,82.05,7.69,7.14,-310.84
SHUASHUA,58.96,25.73,10.53,559.41
shuf massari,59.62,18.59,3.61,34.67
SHUKAspb72,39.74,24.5,7.04,6.04
Shuller_A1t,37.62,21,8.44,-1400.98
shushkavi,60.59,29.21,3.09,-128.45
shushu818,28.57,7.14,7.41,-40.3
Sick Joke.,48.62,25.23,4.46,-830.3
Sick Pastorr,40.68,20.34,10.53,-260.8
sickkiddd,26.53,14.29,4.76,34.66
Sickmund,65.68,21.3,3,-95.96
sickshit23,50,50,0,1.48
sicoady,36.36,0,0,-6.16
Sidharta123,62.5,23.44,4.05,-317.84
Sigt4000,60.49,11.11,2.11,-3.06
sikaporo,58.54,19.51,4.17,8.85
SILAS SOUZA,88.46,19.23,0,-61.29
Silas740,73.68,31.58,0,-26.1
SilaTigraa,41.13,31.91,15.79,-268.79
Silent Third,26.67,15.96,5.97,-419.28
SilentPurple,37.5,37.5,0,-0.09
silkshuffle,45.45,30,18.42,-67.09
silvasilva88,93.75,43.75,0,-44.64
Silvayamaci,88.89,33.33,0,-10.91
SilverAA13,55.17,20.69,3.57,-112.67
silversmurf8,66.35,19.15,7.19,-1295.95
Similarities,70,33.33,0,-38.3
simpeman,33.33,26.67,0,71.77
simplecomme,35.63,19.74,6.01,-22.65
simsalabim89,43.66,16.9,0,0.45
simsiml,62.6,35.94,9.52,-575.69
simsnprimsn,25,0,0,41.15
SIMY613,30.32,18.02,5.43,-125.87
since1894,40,14.29,0,41.46
singlestream,50.68,13.7,7.84,-15.77
sinhoandres,55.93,23.73,9.09,-53.34
Sini24,66.67,25,14.29,-59.19
sinistergtx,87.5,25,10.71,-111.43
sinner173,50,0,0,-25.27
SinRichest,0,0,0,-1
SinSinAnte,25.49,7.84,0,-45.1
sinyakov1190,39.39,27.27,18.52,13.48
Sir$aajola,75,41.67,14.29,56.64
Sir.Issa,43.57,2.73,1.65,111.24
sir.stef 5,38.3,17.87,10.26,-45.01
SIR_Breaker,39.58,25.31,12.08,906.09
Sir_winalot9,27.6,14.94,4.93,101.07
Sira Al Aziz,32.76,19.31,7.34,2085.6
Sira1409,60,40,50,63.43
SirDonJoe,52.03,29.05,10.81,-105.23
Sirens,41.72,22.6,8.72,-37.82
SirJunkie,29.17,6.25,3.7,35.37
sirland,50,50,0,-11.1
SirLocoFin,33.33,15.69,4.55,6.65
SirMaoo,19.49,9.32,1.68,302.74
Sirpale,59.77,18.05,6.94,77.36
SiSiFamille,31.11,22.22,5.56,27.37
siski3,38.89,27.78,10,-76.05
Sissi FX,50,25,0,-4.5
Sisyphe_1,33.23,16.62,5.26,95.22
SituatnCrtcl,45.28,20.75,7.55,-244.97
siusao246,37.64,20.51,7.92,-121.9
SIV UKR,35.45,15.91,2.06,-490.66
SixRiver,66.1,35.59,3.33,50.91
SixthSenSe19,46.05,38.16,29.03,23.56
sjaak2afhaak,0,0,0,-1.5
sjengie88888,56.76,27.03,6.06,-60.77
sk2ll_m0dR,38.64,17.42,5.97,85.31
Skagerard,75,0,0,73.11
skalmboy,73.53,44.12,6.67,-11.21
skapako,37.72,7.89,7.02,-185.64
skarkbite,26.47,8.82,5.26,-17.13
skat77,43.59,17.95,8.7,-133.36
skattefar,34.48,17.77,7.38,8767.16
skbndi,50.88,22.81,13.79,-59.82
SkeletonJar,32.2,15.61,7.78,677.06
Skeptikus,78.57,33.33,7.69,-1.57
Skervi,62.3,34.43,7.54,158.31
SKETOS87,100,50,0,-10.99
ski2onyx,66.67,55.56,40,-34.58
Skif441,43.33,6.67,6.67,9.96
Skilled G,20,6.67,0,-13.25
skilljester,35.29,0,0,25.57
Skinnthegame,50,8.33,0,-12.42
skinnydawg92,46.9,24.34,8.7,-550.79
Skint Paddy,35.8,20.45,5.41,-187.09
skint_2006,34.14,20.73,7.69,-47.82
skinut,14.46,8.43,6.58,63.31
SKITPISS,28.79,16.64,7.62,452.13
SkjervÃ¸y,39.52,26.9,20.9,209.7
Skjervøy,35.1,19.08,8.43,-2089.6
SKLK85,50,0,0,-22.16
skprnh90,41.67,25,0,80.06
Skrat007,34.34,25,6.67,-265.4
skuldgry7,83.33,50,14.29,47.27
SkunkDen,55,32.5,4.35,69.86
skyblue1808,53.57,35.71,15.38,-115.98
skytten75,50,25,0,-20.36
slakthus1,72.73,54.55,20,-76.15
slaktrobert,33.33,33.33,0,3.05
slavasssr777,60,0,0,-24.71
slayeryk,33.33,16.67,13.33,-98.68
SLAYYOURHAND,50,31.48,15.15,150.78
sleepymyr,44.96,26.12,6.2,27.54
sleepyspb,66.67,66.67,0,86.67
Sleezball31,48.75,18.75,9.3,48.5
slekk1,39.51,18.52,2.44,12.12
slevarht,40,15,0,-45.59
sliby123,40,0,0,-11.8
slicksilver1,9.09,9.09,0,40.75
slipmaskin,36.67,21.11,6.12,110.64
slniecko1985,48.76,14.88,4.08,-22.89
slv458,49.43,23.63,5.7,-1022.1
slvrsluger,28.11,16.08,5.26,958.15
SlyMaverik,57.72,9.3,1.5,-169.82
Sm0kenAc3s,37.5,33.33,0,-12.47
smaan123,74.07,0,0,-29.75
SmallTinyMan,29.67,19.27,10.69,1195.76
smanuone,30.77,7.69,0,-6.39
Smashingyoudonk,40,20,100,-13.57
smashjan777,75.68,58.11,43.75,-842.51
smc54,70.92,38.84,15.04,-632.85
smelltou,16.67,0,0,-4
smersch66,70.94,34.19,6.35,70.04
Smertin,29,16.44,7.11,-375.77
smfit29,31.88,3.99,2.11,-31.18
smiler2305,78.79,18.18,4.76,60.41
smiler450,79.17,33.33,0,-66.27
smoke up 187,51.85,29.63,23.08,-9.82
Smokedaces1,30.68,15.04,2.45,-545.41
Smokin'Flash,61.74,13.04,13.73,-96.32
Smokin'RUS,54.55,9.09,0,-10.46
SmokingBreak,44.44,22.22,11.11,-52.02
smoofbettor,46.24,25.81,6.67,-132.77
smugpitt,41.21,10.3,1.15,192.01
SMURF762,70,20,0,-4.8
SmurfAttack2,46.15,38.46,10,-59.42
SnackCheck,46.51,31.4,11.9,-141.38
SnakeEyez_XX,35,20,11.11,24.18
snapcall419,55.63,24.06,8.92,20.22
snapcallit,59.09,31.82,0,127.13
snapfoldddd,50,20.83,7.69,-23.86
Snatch...497,42.86,28.57,25,18.04
snd1991,81.58,38.16,16.98,-130.14
sneakykeeky,40.54,24.32,15.22,41.85
sneik1313,70.71,41.76,12.66,-3931.64
snekstar,40,8,0,-36.26
Sngwonder,32.81,21.42,9.23,245.03
snider,45.8,17.48,3.7,7.74
snikels,49.25,22.39,3.08,60.54
Snoken 7710,80.65,19.35,9.52,-70.82
snoo_dogg141,48.28,17.24,6.9,93.2
snopen99,56.86,17.65,3.57,-39.46
Snow Death X,50,33.33,16.67,45.56
snuk0104,62.12,40.91,7.69,141.92
Snusern,50.63,13.13,1.28,-162.03
Sobando,30.84,12.59,8.46,-292.46
SOFIA0102,60,30.91,3.23,54.92
Sofoklino,75.61,43.9,22.86,-289.26
Sohvi-04,58.33,8.33,0,-18.5
soitsmeagain,33.47,20.56,4.5,-48.34
sokthepoker,73.48,25.37,8.33,-1557.65
Solara33,46.15,17.95,0,-96.98
Solmen,55.56,5.56,8.33,-9.78
solofarmer,33.33,24.44,4.55,15.58
sologambling,64.17,35.83,12.28,-18.27
soloshit,66.67,11.11,0,60.4
SoloTalent2,22.45,11.22,2.5,18.05
Solracraz,31.56,16,8.7,521.07
solsol606,72.73,0,0,-54.67
Soma24,46.97,19.7,0,14.65
sombrero3333,53.16,21.52,18.37,-131.72
Somersed,75,50,0,10.16
somm31,50,33.33,16.67,-36.78
Sondr3,33.11,18.24,8.45,-92.58
sonne656,13.33,13.33,0,38.35
soosu,66.67,33.33,0,-17.4
sooyeoni,37.5,0,0,9.77
Sophi91,21.05,15.79,5.88,-5.19
sopsweps,24.78,8.56,2.27,-282.47
Sorcerer1217,62.5,8.33,0,6.86
soris_77,46.64,13.69,2.89,-271.29
soucykole,55.91,36.99,25.11,-669.52
soufs777,46.15,15.38,0,11.83
soukyk,44.33,17.87,7.35,-585.79
soulriver8,30,10,0,31.5
SourStars,48.63,19.28,2.51,98.78
south2,50,0,0,-3.5
soycheck26,52.53,24.75,5.1,-161.34
SP3WMONKEY,30.28,16.88,8.68,68.86
Spadee7,75,25,0,-63.08
SpanksMcG,50.37,13.33,7.41,-65.85
Sparks420,52.06,27.06,6.6,-934.71
spartak_99,44.44,0,0,-2.71
spdracr307,29.23,16.92,3.03,-11.78
spe622,30.34,15.17,5.71,-88.45
SPECIALIST54,25.67,7.28,1.67,-94.65
Speed.Rulex,56.91,22.6,10.03,176.47
SpeedUp2,34.82,19.32,8.28,2558.82
Speedy121182,51.21,26.49,8,-177.82
Spevel81,75,37.5,0,109.51
spicknspan7,80,0,0,-11.3
Spider91_PL,39.24,24.05,9.09,262.8
spidy44,37.29,10.17,7.41,-31.34
spiker1983,50,8.33,6.12,-81.09
spiky1967,48.44,20.8,2.62,-72.37
Spindorf,98.16,42.33,4.44,-226.77
spitbreak168,89.9,65.31,41.67,-372.03
Spjotvoll,60,22.86,15,-57.94
spohnjose,50,0,0,-1
Spokkiz,34.38,6.25,5.56,-84.82
Spowi07,26.36,16.81,9.14,-65.35
springtiders,62.27,38.26,12.5,-448.89
spursdk,37.1,14.52,0,-33.82
spyque105,28.13,21.88,30.77,147.1
sqmpork,27.97,13.56,2,-82.08
Sr.Montoro,66.67,44.44,27.27,-123.47
Srbijia9,61.64,4.19,1.1,-448.61
srchecho790,44.83,24.14,16.67,-14.16
sreco17,36.57,2.59,3.17,164.32
SRJ16,38.14,24.46,10.08,-1078.8
ssa4432,50,31.82,21.43,-16.27
SSDalaiLama,72.42,10.74,1.43,-1127.61
ssebi87,44.12,11.76,5.26,8.65
SSSnakesss,35.29,23.53,0,-12.04
sssthomassss,75,25,0,-31.17
st tikeau,74.52,16.09,3.84,-368.77
St. Blasien,38.71,22.58,8.43,-91
St1ckman,38.35,22.03,10.72,2926.32
stabeljest,24.39,11.48,0,-55.2
stacinio,35.99,17.26,8.37,-505.53
Staight Up35,26.6,18.09,4.23,-99.58
stalepretzel,43.36,9.73,3.35,-588.49
Stalin_023,86.24,8.26,2.86,4.73
stallion9969,33.33,0,0,-3.5
stami1992,64.29,10.71,10,-131.31
stampa2,72.88,45.54,15.27,-528.46
standbyme526,32.58,17.42,2.54,-18.09
standforn,20.72,15.14,9.23,-119.55
standingbaba,46.67,16.67,4.55,-86.68
StaniB,74.36,30.77,10,65.95
Stantard,55.87,34.74,10.68,-232.56
star009,77.08,2.08,4,-19.1
star4life111,74.24,20,6.45,-33.94
star4life231,50,12.5,0,-10.36
Starr2001,36,19.33,6.76,48.91
starsdk,50,50,0,-40
start run,38.27,19.75,5.13,-136.49
STARTCITY,62.71,8.47,5.13,-139.13
startrek1111,60.61,0.76,1.37,-83.7
STaSyAN100,57.65,21.18,2.63,254.4
statikus729,94.74,10.53,10.39,-433
StatusUp,33.52,18.67,5.71,-203.44
Stavros,50,21.43,0,-25.72
Staz.rus,32.14,21.43,6.25,-4.52
stdjog12,36.53,24.67,9.82,116.85
ste5384,62.5,50,0,8.58
steekarnz,37.93,27.59,8.33,110.34
steezmuffin,47.24,9.2,1.98,164.15
stefan123,69.05,19.64,6.73,-201.13
stefanello80,33.33,11.11,0,-15.7
Steforever42,63.85,28.96,10.31,-629.6
Steigbauer,50,0,0,-3.56
STEINER991,35.1,2.65,10.59,-372.21
stelioswest,50,0,0,1.44
stelstyl,75,0,0,-14.7
Stereo2544,61.54,7.69,0,-74.87
Steve W888,60.68,32.72,11.33,93.95
steve#1890,33.93,21.43,10.53,69.82
steve54555,22.32,13.79,6.15,124.56
Stezer460,8.33,8.33,25,-42.46
stian_snow,50,25,50,-3.82
stig47,28.57,28.57,40,3
stillfan,25.7,19.02,5.76,900.98
stinger5158,56.25,37.5,22.22,-24.55
StingsHUH,29.41,17.65,15.79,66.38
stipi555,61.54,0,0,-26.36
Stitchooo,31.4,20.8,10.94,-76.44
stockmarket1,43.55,16.13,3.45,-61.87
stoffeiam,36.36,27.27,0,-37.67
Stoffki,83.33,66.67,50,-136.18
Stompigh,34.62,23.08,4.76,-42.81
stonebas,38.89,18.42,9.47,-309.56
stoneman.gs,52.51,10.7,3.64,63.8
Stor_QK,50,5,0,-21.09
stormi22,33.06,21.49,9.48,-379.78
stortv,52.5,30,12.5,-100.45
StoyanB,36.59,20.33,5.56,49.16
Straaty,46.86,26.53,8.33,254.59
stratigic,0,0,0,-0.5
streetrood,94.12,50,27.78,-166.72
strela,59.18,14.29,3.51,118.3
stripescat1,42.86,0,0,-43.87
Stroynowski,36.54,18.27,6.38,-180.41
stuckness79,65.85,7.32,4.17,-40.54
Stulle18,78.13,31.25,0,-103.31
sturbain3000,49.48,24.74,13.33,137.01
styxx750,50,17.31,0,-35.91
sub230212,81.82,45.45,20,-73.43
subben,30.77,7.69,0,-22.77
subiime,39.26,21.48,8.55,180.22
sublimeisa,52.94,14.71,6.25,15.42
submissssion,0,0,0,-1.5
subsecreto,29.41,25,4,-7.94
succes2123,72.5,16.67,12.82,144.42
succesvol,31.43,20,6.25,-61.99
SuchADegen,43.24,31.53,15.25,-95.61
sucsses,52.26,14.58,5.55,-265.3
sueasi,0,0,0,-0.5
Sugay777,63.19,47.24,14.29,289.2
Suhepxm,40.34,22.71,8.87,-121.33
suiselife01,61.11,5.56,0,-76.71
suivikas,61.54,30.77,0,41.88
sukij1,53.33,13.33,20,10.66
SukkerHans,25.42,9.32,0,-12.53
Sulben,20,20,0,11.63
sulzmaster85,37.04,22.22,18.52,-63.13
Summ3L,24.21,14.74,10.42,-129.24
summerka,61.15,19.42,3.65,-254.53
sun_god_ru,50,26.32,5.26,-53.45
sundalyonly,74.19,48.39,30.77,-1.72
SUNGARO,39.08,11.49,4.5,158.28
sungnamkim,88.24,47.06,0,68.08
SungSooSim,28.98,13.67,6.57,679.64
SunnySLIM07,34.62,17.95,6.98,33.96
sunshiping,43.66,16.34,5.88,-326.95
Suntankid1,69.31,45.05,19.19,-228.43
SupaJah,80.65,46.77,12.5,51.06
superatos,32.67,11.88,12.07,-76.68
superbeter04,41.28,15.3,2.88,6.6
superchamp83,34.81,12.59,13.24,6.2
Superfizzy,18.63,11.06,3.32,-773.51
supergamb868,69.23,43.08,24.24,-425.23
superlingon,21.51,13.98,0,58.87
supermagicpr,34.57,11.11,8.82,5.72
superpallo,27.78,25,0,-33.44
superpaul888,75,25,0,-43.73
superpokemon,48.65,28.84,5.95,430.94
SUPERSGO1989,44.44,22.22,20,-3.71
supertram678,100,0,25,7.37
Supreme chip,74.98,35.15,13.34,-830.4
surjective,27.06,17.65,15.63,-24.51
surrbox,42.77,23.12,10.58,-532.25
SusanBoyder,31.27,16.15,0.73,-13.55
Suscih,66.67,33.33,0,-41.75
sushigodbit,67.39,50,32.65,-344.36
sutedaa,33.33,7.29,0,-52.86
Suuprlim,66.67,33.33,33.33,-19.7
suzsuzgo,25.84,16.75,6.36,-97.39
SV13111992,61.79,14.23,5.37,-2088.27
svantorp,100,61.54,0,-41.99
Svarenko723,60,20,6.67,30.33
SVD33,35.09,12.28,18.18,-90.04
Sven8910Jack,35.71,17.86,6.67,38.54
svetik1035,77.78,55.56,28.57,8.45
svindler1981,65,30,0,-43.4
svt780,59.46,25.68,12.5,-61.73
svxxxsen,50.65,24.68,10.53,-209.12
sw27,36.15,18.47,10.2,867.67
swaglord2k15,52.83,22.64,5.56,124.96
Swahilifury,66.67,16.67,0,-49.83
Swanky,83.33,16.67,0,-29.17
sweatherhead,70.65,3.26,1.85,-77.36
swebbe,65,15,0,-12.47
Sweden1000,100,33.33,0,194.83
swedenyes,28.57,15.37,5.92,-394.57
Sweeeeet74,86.54,34.62,2.86,-106.31
sweetits001,57.89,15.79,0,83.91
SWH OF SKY,100,41.67,16.67,-4.26
swindled23,40,20,0,3.89
swishberg,75,75,50,-20.6
swot84,83.33,33.33,0,-23.72
SydStarPanda,52.38,23.81,0,21.44
Sykoen,23.08,13.74,5.41,-56.98
syltepapas,28.57,0,0,-9.11
sylvie1075,57.95,12.82,4.31,3.85
Syndicate888,46.67,13.33,7.14,15.15
Synigo,38.46,23.08,11.11,-151.49
Syous,34.01,21.74,9.81,-394.41
Systokill,55.17,24.14,23.53,-43.51
szokepoker,22.86,5.71,0,-40
Sérgio Q.,77.33,33.33,19.51,-175.02
SóPeloRiver,50,26.92,0,51.5
Søren V 1995,55.56,37.78,8,25.27
t-rex399,63.93,15.98,4.93,-231.33
T.Lehtola,40,20,0,5.39
T0mmyMarley,30.3,9.09,5,-71.83
t1gush4td4wg,44,25.6,1.89,115.15
T26XXX,15.69,5.88,0,-38.24
t_san85,31.61,20.21,5.62,-8.66
TAAAAAAAAA,86.89,31.15,21.95,-119.86
TabarinLucas,38.37,19.18,6.04,115.44
TABBLOO,95.54,10.9,5.08,-360.29
table gorb,13.64,7.69,0,38.72
Tacowhorexxx,57.14,14.29,0,-6.64
taehyeon,46.93,8.02,5.43,-40.9
taekwang,72.42,34.28,17.92,140.62
tagga79,49.11,14.79,3.37,-122.38
taglagfack,66.67,66.67,0,-10.97
Tagult,33.19,18.22,7.52,1375.67
taikura,27.38,14.29,7.69,12.1
taitfoon,88.73,87.14,63.64,173.58
Taka197,52.61,18.88,3.03,-17.12
Takaovi,70.51,39.74,4.35,119.75
takechip,32.4,18.92,12.25,375.37
TAKEMETOBED,39.45,20.35,6.75,15.73
taki1313,60,20,0,-6.9
Takiowns,34.62,23.08,11.11,37.15
takis_8888,50,25,0,-72.89
taktix907,33.82,21.31,7.59,1036.61
talentaki,36.84,22.81,0,-44.58
Talibaf,31.89,17.57,6.1,78.4
taliktalikta,63.41,19.51,7.69,-42.59
talisain51,61.54,7.69,0,-36.13
TalkingHeadz,25.24,13.59,6.38,20.43
talstor,28.13,16.07,9.52,-245.98
tamanacobb,46.67,6.67,0,-45.38
Tami469,51.66,27.16,10.52,727.46
tamirov,25,0,0,-3.5
TangerineTaj,65.06,39.76,24.39,-368.66
Tanita1010,66.67,0,0,43.24
tAnjAnAtA,85.71,23.81,17.24,-184.6
Tanzhase,33.22,19.19,9.31,971.03
tappiinasti,41.2,23.99,9.24,1872.76
TaquetesJr,31.43,2.86,0,-60.53
tarantula535,50.19,28.35,12.04,326.37
Tarban,47.73,18.18,8.7,-97.96
Tareinert,100,50,0,-27.5
tarhandeh,0,0,0,0
tarmen,33.33,16.67,0,-9.59
TARNITA-MIRKO,79.31,33.79,8.64,-468.37
tarverymuch,50,0,0,-3.5
tarzan pro,58.51,15.96,4.17,-45.16
Tashariana,100,60,25,-46.4
taskaz81,56.15,6.15,1.49,-37.6
TASOS16,23.53,9.8,4,22.82
tasosgeorgo,75,50,0,-37.19
tassaras,73.72,14.74,5.14,-1516.58
TaTe171,26,12,8.33,-63.61
Tatica 19,62.5,25,14.29,-38.15
TATOONHAMON,47.2,30.8,9.47,278.81
tatty1993,63.4,30.93,1.1,-60.38
Taunoa Stone,46.3,18.52,4,84.44
tavira,28.89,18.89,5,81.12
Taxfree_DK87,41.58,25.26,10.84,-186.34
TaylanHH80,32.91,4.02,0.7,39.65
TazzzLa,100,50,33.33,0.6
TCMP81,86.29,16.13,8.28,-229.07
tdi_dk,80,16,0,-26.43
tdogg88,59.65,29.82,4.76,97.59
Tdwarf78,46.33,5.41,0.76,-208.81
teauchtar,60.42,11.46,7.02,-16.76
Ted_HIMYM,34.16,19.14,7.84,1577.22
teddy wong,33.78,20.84,8.69,-218
Teddy-CSIS,18.18,9.09,0,-6.7
TeemTeem,43.24,35.14,16.67,-0.19
TeHKai,27.84,14.82,4.1,36.25
Teiti14,61.13,17.86,2.71,-2412.53
tema77728,26.21,13.59,3.47,-208.18
Tembel Max,54.95,19.55,8.89,-324.71
tenneyk,62.5,12.5,0,56.45
teppana11,50,12.5,0,-30.92
terabyte11,80,60,50,-3.38
teracota123,55.41,27.03,12.9,193.63
Terao90,100,50,25,13.6
TerjePower18,29.27,17.07,5.26,59.34
terminato868,47.27,29.09,13.33,43.33
terok80,25,12.5,0,-35.51
terror777727,35.58,19.3,7,1100.17
Texasholding,69.23,46.15,16.67,-57.33
texasilainen,34.32,20.36,7.99,1566.8
TFT26,44.14,17.76,4.91,-300.65
Tgonz,41.31,27.46,9.83,-196.98
Th3_Gecko,50.55,32.6,12.41,-387.62
Th3G4mb13r,34.78,4.35,0,-51.22
th3Im4sk,29.9,17.68,5.9,-796.91
tha_winnah,30.38,16.46,4.76,-82.56
thaaj2004,66.67,50,0,-17.81
Thai1978land,47.37,28.95,21.74,-305.42
THAIBOXX,30.3,8.08,5.88,-24.48
thameemlion,33.33,0,0,-3.5
thanilo,51.16,23.81,11.11,-12.68
thanks_m8,35.36,22.83,9.02,3.33
thanospenos,66.67,0,0,-20.43
thanospok,64.1,30.77,5,130.77
THASERNO,62.5,50,16.67,-56.38
thatsmydough,51.37,30.82,7.69,156.97
Thazul,26.67,13.33,0,0.99
The Doler,28.38,18.92,4,-31.21
THE IRISH UT,48.45,28.15,12.27,-250.71
The kockser,100,0,0,-40
The Liar,50,25,0,-100.7
The Pauw,40.35,28.07,13.73,141.23
the plopp,61.06,30.77,13.83,-124.23
The Probes,29.77,16.79,5.66,-147.86
the Saviour,37.5,25,0,5.23
The Thraex,60,20,0,69.64
the*god88,58.82,29.41,0,20.91
the990,37.5,12.5,0,-47.89
The_child2,35,20,0,-64.96
The_Edenator,87.5,25,5.56,12.12
the_eel_89,68.18,45.45,18.18,-6.04
The_Otto1978,37.89,2.11,2.22,-95.29
the_snoeman,40,24,7.69,-33.49
The_Trojan_1,73.55,46.28,21.88,-319.83
theaerus,76.63,42.39,7.1,-423.34
theArkeyo,39.16,25.3,5.33,-196.46
theASHMAN103,42,26.97,8.52,-167.45
TheAvengedAs,30.65,19.35,0,57.85
TheBlueFox,31.09,18.19,3.39,-1135.07
thebrumby,46.99,28.39,6.96,211.23
TheCallboyAA,76.64,29.2,12.09,141.04
thechef1989,53.23,32.26,0,75.68
TheCleaner11,34.84,23.98,13.13,-169.44
TheCount1729,50.17,16.81,4.19,-1031.94
thecusty2,64.62,43.08,15.38,75.71
thederpfish,45.45,27.27,18.75,25.53
THeDoGToNGue,22.75,12.64,7.03,80.55
TheDraAzon,34.32,17.48,7.23,214.53
TheDrunkLife,35.29,23.53,11.11,-114.58
TheFish77,46.9,30.58,14.75,209.84
theflushmen1,37.12,15.56,6.51,-267.1
thegarden3,55.45,8.91,0.63,-118.68
thegr8str8,33.66,22.24,11.69,35.9
thegru11,81.54,23.08,6.25,-166.44
TheGullion,95.83,45.83,6.67,-68.11
THEGUN444,44.13,28.41,11.41,-269.63
TheHammer97,44.44,22.22,0,-25.07
thehinch,33.9,13.56,2.29,27.03
TheHoboKing,30.54,16.68,6.47,2043.01
TheHood,42.86,0,0,-6.39
theirsuited4,100,0,0,-6.87
TheKid Ready,35.94,14.06,10,-294.65
Theknower,66.84,39.47,9.8,-68.46
TheKodFather,52.74,21.61,8.84,-139.41
themaestro99,50,25,33.33,56.17
thematrix010,33.33,20.92,6.67,92.94
themoneyman7,44.67,15.85,6.53,29.26
Themutsnuts1,44.74,23.68,10.53,-20.1
TheNapplebee,52.63,26.32,17.65,-4.24
theNERDguy,34.62,18.5,7.64,110.4
thenielsen,40,20,0,6.83
theodore 21,50,37.5,0,54.41
Theodoros,37.04,18.52,12.5,-74.36
theogboss,46.67,26.67,0,19.77
TheOneB21,75,19.64,7.41,23.46
thepavion,38.46,17.95,2.86,52.98
TheRaiseUp45,100,0,0,-18.47
TheRaMan,45.45,9.09,0,-9.7
THERBETHATH,23.4,4.26,4,43.81
Theresa_PA,51.26,26.59,5.44,-169.25
TheResistance,87.5,62.5,0,-127.63
TheReturner,55.38,15.38,4.17,-79.94
TheRookie089,60.47,6.98,0,18.71
TheStrider84,100,0,0,-6.09
thesun9999,55.56,27.78,9.09,17.84
thesweeper69,30.93,11.34,4.85,-81.17
TheUnsullied,35.87,22.77,10.16,-535.39
thewicken,36.21,22.41,0,-28.13
TheWindmille,68.42,24.56,12.5,-186.91
thiago_nani,80,40,50,54.73
Thilde_123,38.55,22.72,10.56,1268.73
ThingerZ,39.66,20.69,7.41,30.04
THINKB4UPUSH,42.59,22.22,3.33,-62.59
thomascyrmic,32.99,16.49,1.85,-46.69
ThomasG_207,38.71,16.13,7.69,-66.49
Thomasjaden,46.15,15.38,0,-129
thomber26,58.02,31.62,7.3,-266.97
